,numero,nombre,apodo,juego,arquetipo,posicion_en,elemento_en,disparo,control,tecnica,defensa,fisico,velocidad,inteligencia,total,age_group,genero,rol,imagen_url,fecha_creacion,fecha_actualizacion
2012,1436,Crystal Clears,Clears,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Forest,154,145,133,107,105,105,116,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/2/r/2r7ajlzelqs.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2013,1437,Beata Pummel,Pummel,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/c/v/cvuo_lt2bbk.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2014,1440,James Hearson,Hearson,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Forest,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/8/a/8andswy-uhu.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2015,1445,Lehman Rind,Rind,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Forest,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/q/k/qkwsgf8454m.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2016,1447,Zach Putter,Putter,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,MF,Fire,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/1/k/1k8axhtl1ne.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2017,1451,Bigsby Pigford,Pigford,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,FW,Wind,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/x/q/xqypql0vfb0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2018,1453,Ramona Wriston,Wriston,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/g/t/gtk9uhnddss.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2019,1456,Daryl Floor,Floor,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/y/h/yh1llkk_6te.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2020,1459,Swithin Sainte,Sainte,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/l/f/lfs6njfovb8.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2021,1465,Skeet Blaston,Blaston,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/s/j/sj4qsvhyvxm.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2022,1469,Terry Namby,Namby,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Mountain,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/i/o/ioaslj7z79c.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2023,1473,Lou Fauntleroy,Fauntleroy,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/a/a/aak7yncxlbs.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2024,1481,Chester Takes,Takes,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Forest,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/y/m/ymwb6nskjxc.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2025,1482,Curtis Rebell,Rebell,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/p/k/pkbgxy0eok0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2026,1485,Darren Catt,Catt,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,FW,Wind,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/m/j/mjssydkoxie.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2027,1494,Gyll Netters,Netters,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Wind,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/r/o/robcb6zr4rm.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2028,1495,Farrah Fairway,Fairway,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/l/c/lc-ew3azfuk.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2029,1496,Jess Winkles,Winkles,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Mountain,154,145,133,107,105,105,116,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uqpldi8jydm.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2030,1501,Horace Shlock,Shlock,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/k/a/ka9ddjondom.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2031,1503,Harpo Thermier,Thermier,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/b/d/bdvj9r7vb7u.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2032,1504,August Dyers,Dyers,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Fire,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/q/1/q1eoqudv2i8.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2033,1507,Ben Danna,Danna,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/b/f/bflcwnx-doc.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2034,1508,Elsa Roamer,Roamer,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,FW,Mountain,154,145,133,107,105,105,116,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/w/3/w3697yxewb0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2035,1509,Archy Seago,Seago,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Wind,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/q/y/qyziofimf7e.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2036,1511,Lynne Mandel,Mandel,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/j/r/jrv1rjwatos.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2037,1512,Craig Placid,Placid,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/s/5/s5eugcwga9e.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2038,1519,Bash Beaton,Bash,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Mountain,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/z/t/ztfm0n_n1ks.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2039,1520,Terry Toolan,Toolan,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Wind,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/o/7/o7uhzyz3yxe.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2040,1521,Callum Biddy,Biddy,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/q/a/qapb3blbdre.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2041,1523,Trixy Wonder,Wonder,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/7/d/7d7pjjypfcc.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2042,1527,Draco Scallon,Scallon,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,FW,Wind,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/h/f/hffaivscdru.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2043,1528,Sofia Brashier,Brashier,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/q/3/q3u7pq04ui8.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2044,1531,James Strang,Strang,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/d/r/dr7zfr1mz3k.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2045,1534,Bert Emmerson,Emmerson,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/j/-/j-ygm2augxu.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2046,1535,Irving Gusher,Gusher,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Wind,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/x/u/xune97dmho8.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2047,1539,Conrad Jacket,Jacket,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/d/_/d_rzymo2qje.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2048,1541,Clint Peacock,Peacock,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/u/2/u2nkxacgcws.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2049,1542,Pace Maker,Maker,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/f/e/fewfc_6avle.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2050,1546,Guy Pinnay,Pinnay,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,MF,Forest,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/l/b/lbko-vmw96c.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2051,1549,Shay Diebold,Diebold,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,FW,Forest,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/0/0/00dxamwlefk.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2052,1551,Cerise Crane,Phoenix,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,MF,Fire,126,145,147,107,105,105,130,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/h/9/h91mzqidswm.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2053,1556,Richard Trogg,Trogg,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/i/q/iqyawfyntc8.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2054,1558,Elias Lens,Lens,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Forest,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/8/c/8c_3usaa0j0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2055,1559,Terry Dryden,Dryden,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Fire,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/c/z/czcchpvibpe.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2056,1564,Floyd Spades,Spades,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/p/v/pvjkx0uwc8c.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2057,1566,Bern Macmahon,Macmahon,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Forest,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/k/x/kxhzlglowwc.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2058,1568,Griff Hardcasel,Hardcasel,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/v/x/vxtf84k9avu.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2059,1572,Claire Hostess,Hostess,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/3/z/3zj2b8dzqjk.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2060,1578,Bish Beaton,Bish,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Mountain,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/c/c/ccrxga58qw8.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2061,1583,Rayce Sprinton,Sprinton,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/e/9/e9stodrqv28.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2062,1589,Marg Shuttle,Shuttle,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Fire,126,145,147,107,105,105,130,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/v/4/v4asbtyjx2s.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2063,1591,Waylon Tripp,Tripp,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Wind,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/m/x/mxsrylgfzde.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2064,1593,Jon Izumo,Izumo,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,FW,Forest,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/3/2/32-fmpvtbqc.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2065,1594,Del Brighton,Brighton,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,FW,Mountain,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/g/e/gepklwzxsj0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2066,1595,Haden Safe,Safe,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/y/0/y0w86bw1lcc.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2067,1599,Neil Seating,Seating,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/u/l/ulfykd23_vc.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2068,1613,Lamar Bonesteel,Bonesteel,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/u/i/uic4ysjumck.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2069,1615,Chip Stocks,Stocks,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Mountain,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/r/k/rkmbugsmgqk.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2070,1620,Andrew Hooper,Hooper,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Wind,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/9/s/9snj9thdjj8.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2071,1627,Chance Cerulean,Blue,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/h/b/hbgdf8e-6qe.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2072,1628,Amy Peach,Pink,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/n/u/nud2whr2pw0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2073,1632,Malcolm Shirker,Blue D,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/f/g/fgnfrlms_we.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2074,1633,Hanna Slack,Pink D,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/0/i/0iw-gaqosls.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2075,1638,Phil Seebold,Seebold,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,FW,Wind,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/k/j/kjfh4kcw-r8.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2076,1643,Isabell Mish,Mish,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Forest,126,145,147,107,105,105,130,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/z/v/zvkpoxdujek.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2077,1644,Rudy Stemper,Stemper,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,MF,Forest,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/t/f/tf1xz8ame7m.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2078,1646,Harpo Kendrick,Kendrick,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/y/f/yffducv_ike.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2079,1647,Colin Glower,Glower,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,MF,Fire,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/d/t/dtu8d9jflxs.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2080,1648,Tailor Wilden,Wilden,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/j/c/jcnjqg8nq3c.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2081,1650,Sam Banks,Banks,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Fire,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/q/l/ql70tgib4c0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2082,1654,Bryan Klamm,Klamm,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/e/o/eonzxw-xqds.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2083,1656,Will Kilmon,Kilmon,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Forest,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/d/j/djjzkiqiwlk.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2084,1661,Lillie Quattro,Pink S,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uqvojeeey-m.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2085,1672,Ian Moray,Eel,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/2/j/2j2hmrgzbre.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2086,1676,May Apple,Apple,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Female,Player,https://dxi4wb638ujep.cloudfront.net/1/k/m/l/mlgutvvodbe.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2087,1678,Angus Hogg,Hogg,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Forest,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/d/m/dmuat388bsc.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2088,1688,Casey Leather,Leather,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/r/k/rkuupvw2kwk.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2089,1689,Ethan Swallow,Swallow,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/l/l/llnhcyj-_qu.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2090,1690,Bob Daruma,Daruma,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/6/n/6n8axnfesj8.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2091,1691,Mitch Blackston,Blackston,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/o/n/ondyaagm1cu.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2092,1706,Shawn Princeton,Prawn,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,MF,Fire,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/n/1/n1sslsnj1zm.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2093,1707,Matt Fischer,Fisher,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,MF,Fire,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/8/d/8ddnitrzyak.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2094,1708,Hank Tennyson,Hang-Ten,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/i/3/i3iv5eor__m.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2095,1713,Holly Summers,Summers,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,MF,Fire,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/3/y/3yrmd9yqga0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2096,1714,Derek Rabson,K-Rab,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/1/5/15sqzkggdg0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2097,1717,Robert Kleiser,Robert,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,FW,Fire,154,145,133,107,105,105,116,865,Adult,Male,Manager,https://dxi4wb638ujep.cloudfront.net/1/k/8/w/8w28mu4bix0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2098,1724,Yusuf Massoud,Massoud,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/f/j/fjhwco3kvmc.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2099,1725,Sulayk Sulaiman,Sulaiman,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/u/l/ulqrxxrw4_0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2100,1726,Sayid Armand,Armand,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,MF,Wind,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/a/h/ahvjaassfac.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2101,1727,Mansur Jasim,Jasim,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,MF,Mountain,126,145,147,107,105,105,130,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/r/j/rjeotl0oyz0.png,2025-12-21 14:50:42,2025-12-21 14:50:42
2102,1728,Zack Abdulla,Abdulla,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,FW,Fire,154,145,133,107,105,105,116,865,Middle School,Male,Player,https://dxi4wb638ujep.cloudfront.net/1/k/f/h/fhfl3k9htfu.png,2025-12-21 14:50:42,2025-12-21 14:50:42
